element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded
443,6,3,3,True,2024-08-17T14:00:00Z,1,1,1,90,0,0,0,1,0,0,0,0,0,3,0,13,23.8,0.0,0.0,2.4,45,0,100200,0,0,1,0.00,0.00,0.00,1.22
443,18,17,6,False,2024-08-24T14:00:00Z,0,1,2,90,0,0,1,0,0,0,0,0,0,1,0,21,5.0,0.0,0.0,0.5,45,6904,118001,14750,7846,1,0.00,0.00,0.00,0.14
443,29,20,2,True,2024-08-31T14:00:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,1,0,5,9.4,0.0,0.0,0.9,45,37065,167878,63562,26497,1,0.00,0.00,0.00,0.74
443,36,12,9,False,2024-09-14T14:00:00Z,0,1,4,90,0,0,1,0,0,0,0,1,0,5,3,29,37.8,0.0,0.0,3.8,45,11762,184251,52663,40901,1,0.00,0.00,0.00,0.94
444,6,3,1,True,2024-08-17T14:00:00Z,1,1,1,36,0,0,0,1,0,0,0,0,0,0,0,0,9.6,3.0,6.0,1.9,45,0,7351,0,0,0,0.02,0.01,0.03,0.67
444,18,17,0,False,2024-08-24T14:00:00Z,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-723,8050,111,834,0,0.00,0.00,0.00,0.00
444,29,20,0,True,2024-08-31T14:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1028,7605,73,1101,0,0.00,0.00,0.00,0.00
444,36,12,0,False,2024-09-14T14:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-776,7138,195,971,0,0.00,0.00,0.00,0.00
446,6,3,0,True,2024-08-17T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,130081,0,0,0,0.00,0.00,0.00,0.00
446,18,17,0,False,2024-08-24T14:00:00Z,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,6746,161281,22827,16081,0,0.00,0.00,0.00,0.00
446,29,20,0,True,2024-08-31T14:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,63545,244226,96064,32519,0,0.00,0.00,0.00,0.00
446,36,12,0,False,2024-09-14T14:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,73503,326865,198437,124934,0,0.00,0.00,0.00,0.00
447,6,3,9,True,2024-08-17T14:00:00Z,1,1,1,71,1,0,1,0,0,0,0,0,0,0,3,30,32.2,5.7,21.0,5.9,60,0,482451,0,0,1,0.71,0.02,0.73,0.63
447,18,17,1,False,2024-08-24T14:00:00Z,0,1,2,74,0,0,1,0,0,0,0,1,0,0,0,5,6.2,16.9,40.0,6.3,61,239192,801636,275401,36209,1,0.24,0.09,0.33,0.14
447,29,20,9,True,2024-08-31T14:00:00Z,1,1,3,90,1,0,0,1,0,0,0,0,0,0,3,31,41.2,7.3,81.0,13.0,61,-19356,789654,112136,131492,1,0.47,0.01,0.48,0.74
447,36,12,2,False,2024-09-14T14:00:00Z,0,1,4,80,0,0,1,0,0,0,0,0,0,0,0,4,4.4,10.6,17.0,3.2,61,-97701,703849,115639,213340,1,0.13,0.01,0.14,0.85
448,6,3,0,True,2024-08-17T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,5973,0,0,0,0.00,0.00,0.00,0.00
448,18,17,0,False,2024-08-24T14:00:00Z,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-914,6270,48,962,0,0.00,0.00,0.00,0.00
448,29,20,0,True,2024-08-31T14:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1550,4935,23,1573,0,0.00,0.00,0.00,0.00
448,36,12,0,False,2024-09-14T14:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1127,3839,0,1127,0,0.00,0.00,0.00,0.00
449,6,3,7,True,2024-08-17T14:00:00Z,1,1,1,75,0,1,0,1,0,0,0,0,0,0,2,29,12.4,16.9,36.0,6.5,50,0,4944,0,0,0,0.24,0.03,0.27,0.94
449,18,17,1,False,2024-08-24T14:00:00Z,0,1,2,24,0,0,0,0,0,0,0,0,0,0,0,8,5.0,10.7,1.0,1.7,50,16735,35817,21017,4282,0,0.02,0.00,0.02,0.00
449,29,20,1,True,2024-08-31T14:00:00Z,1,1,3,32,0,0,0,0,0,0,0,0,0,0,0,4,7.0,11.0,10.0,2.8,50,-7876,26451,2654,10530,0,0.00,0.02,0.02,0.12
449,36,12,2,False,2024-09-14T14:00:00Z,0,1,4,90,0,0,1,0,0,0,0,1,0,0,0,6,2.8,1.7,0.0,0.5,50,-5377,21845,681,6058,1,0.00,0.00,0.00,0.94
531,7,2,1,True,2024-08-17T16:30:00Z,1,2,1,16,0,0,0,1,0,0,0,0,0,0,0,3,3.4,1.4,0.0,0.5,65,0,172416,0,0,0,0.00,0.00,0.00,0.27
531,14,7,0,False,2024-08-24T14:00:00Z,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,65,-25386,158814,2684,28070,0,0.00,0.00,0.00,0.00
531,29,20,0,True,2024-08-31T14:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,64,-43634,117696,2956,46590,0,0.00,0.00,0.00,0.00
531,36,12,3,False,2024-09-14T14:00:00Z,0,1,4,90,0,0,1,0,0,0,0,0,0,0,0,13,10.2,1.4,0.0,1.2,63,-20957,99348,3373,24330,1,0.00,0.01,0.01,0.94
573,6,3,0,True,2024-08-17T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,17842,0,0,0,0.00,0.00,0.00,0.00
573,18,17,6,False,2024-08-24T14:00:00Z,0,1,2,90,0,0,1,0,0,0,0,0,0,0,0,16,11.2,10.8,19.0,4.1,45,-2283,17601,234,2517,1,0.98,0.01,0.99,0.14
573,29,20,2,True,2024-08-31T14:00:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,10,8.6,10.3,2.0,2.1,45,3002,22945,4904,1902,1,0.00,0.01,0.01,0.74
573,36,12,6,False,2024-09-14T14:00:00Z,0,1,4,90,0,0,1,0,0,0,0,0,0,0,0,22,18.0,0.3,0.0,1.8,45,-643,22998,2677,3320,1,0.00,0.00,0.00,0.94
596,6,3,0,True,2024-08-17T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,0,10205,0,0,0,0.00,0.00,0.00,0.00
596,18,17,1,False,2024-08-24T14:00:00Z,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2.2,0.0,0.0,0.2,60,-2557,10664,1063,3620,0,0.00,0.00,0.00,0.00
596,29,20,1,True,2024-08-31T14:00:00Z,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.1,60,-1131,10757,1470,2601,0,0.00,0.00,0.00,0.01
596,36,12,1,False,2024-09-14T14:00:00Z,0,1,4,9,0,0,0,0,0,0,0,0,0,0,0,10,5.4,13.3,0.0,1.9,60,-1289,10414,1015,2304,0,0.00,0.03,0.03,0.09
620,18,17,0,False,2024-08-24T14:00:00Z,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,94,504,113,19,0,0.00,0.00,0.00,0.00
620,29,20,1,True,2024-08-31T14:00:00Z,1,1,3,10,0,0,0,0,0,0,0,0,0,0,0,5,6.2,20.8,7.0,3.4,55,32,1175,179,147,0,0.09,0.06,0.15,0.03
620,36,12,0,False,2024-09-14T14:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-7,1750,227,234,0,0.00,0.00,0.00,0.00
653,36,12,1,False,2024-09-14T14:00:00Z,0,1,4,9,0,0,0,0,0,0,0,0,0,0,0,4,3.0,0.0,0.0,0.3,45,76,447,107,31,0,0.00,0.00,0.00,0.09
14,2,20,0,True,2024-08-17T14:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,68531,0,0,0,0.00,0.00,0.00,0.00
14,11,2,0,False,2024-08-24T16:30:00Z,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-9669,74765,2378,12047,0,0.00,0.00,0.00,0.00
14,22,4,2,False,2024-08-31T14:00:00Z,3,1,3,90,0,0,0,3,0,0,0,0,0,4,0,5,27.8,0.0,0.0,2.8,44,24647,107644,41306,16659,1,0.00,0.00,0.00,2.78
14,38,14,3,True,2024-09-14T11:30:00Z,0,3,4,90,0,0,0,3,0,0,0,0,0,7,0,12,45.4,0.0,0.0,4.5,44,56313,176635,83072,26759,1,0.00,0.00,0.00,2.67
27,5,15,1,False,2024-08-17T14:00:00Z,1,0,1,19,0,0,0,0,0,0,0,0,0,0,0,4,1.0,0.1,22.0,2.3,50,0,122810,1369,1511,0,0.19,0.00,0.19,0.00
27,18,16,1,True,2024-08-24T14:00:00Z,0,1,2,18,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.5,0.0,0.1,50,-1021,126495,12175,13196,0,0.00,0.02,0.02,0.31
27,22,4,1,False,2024-08-31T14:00:00Z,3,1,3,45,0,0,0,2,0,0,0,0,0,0,0,4,4.2,0.5,0.0,0.5,50,10418,142592,37592,27174,0,0.00,0.00,0.00,1.81
27,38,14,0,True,2024-09-14T11:30:00Z,0,3,4,61,0,0,0,2,0,0,1,0,0,0,0,-5,4.2,1.7,43.0,4.9,50,23950,172236,63664,39714,1,0.83,0.00,0.83,1.85
188,9,13,0,True,2024-08-18T15:30:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,28052,0,0,0,0.00,0.00,0.00,0.00
188,18,16,0,True,2024-08-24T14:00:00Z,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,1088,33245,4872,3784,0,0.00,0.00,0.00,0.00
188,22,4,0,False,2024-08-31T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,1270,35959,7300,6030,0,0.00,0.00,0.00,0.00
188,38,14,2,True,2024-09-14T11:30:00Z,0,3,4,63,0,0,0,2,0,0,0,0,0,0,0,2,10.2,12.5,4.0,2.7,45,2553,39781,9439,6886,1,0.21,0.01,0.22,1.85
397,5,17,0,True,2024-08-17T14:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,3106,0,0,0,0.00,0.00,0.00,0.00
397,12,3,0,False,2024-08-25T13:00:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-445,3446,153,598,0,0.00,0.00,0.00,0.00
397,22,4,0,False,2024-08-31T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-312,3437,322,634,0,0.00,0.00,0.00,0.00
397,38,14,1,True,2024-09-14T11:30:00Z,0,3,4,26,0,0,0,1,0,0,0,0,0,0,0,6,2.0,0.3,0.0,0.2,49,-64,3562,411,475,0,0.00,0.00,0.00,0.82
450,5,15,1,False,2024-08-17T14:00:00Z,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,4,8.4,15.9,19.0,4.3,50,0,9504,0,0,0,0.07,0.03,0.10,0.00
450,18,16,0,True,2024-08-24T14:00:00Z,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-822,10045,587,1409,0,0.00,0.00,0.00,0.00
450,22,4,0,False,2024-08-31T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-2642,7659,485,3127,0,0.00,0.00,0.00,0.00
450,38,14,0,True,2024-09-14T11:30:00Z,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-2887,4792,0,2887,0,0.00,0.00,0.00,0.00
451,5,15,1,False,2024-08-17T14:00:00Z,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,4,4.0,15.0,6.0,2.5,45,0,8926,0,0,0,0.02,0.13,0.15,0.00
451,18,16,0,True,2024-08-24T14:00:00Z,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,1174,12749,2454,1280,0,0.00,0.00,0.00,0.00
451,22,4,0,False,2024-08-31T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-298,12870,1892,2190,0,0.00,0.00,0.00,0.00
451,38,14,0,True,2024-09-14T11:30:00Z,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,569,14189,2864,2295,0,0.00,0.00,0.00,0.00
452,5,15,2,False,2024-08-17T14:00:00Z,1,0,1,69,0,0,0,1,0,0,0,0,0,0,0,18,14.8,27.9,9.0,5.2,50,0,4540,0,0,1,0.05,0.44,0.49,0.25
452,18,16,2,True,2024-08-24T14:00:00Z,0,1,2,75,0,0,0,1,0,0,0,0,0,0,0,10,9.0,6.2,6.0,2.1,50,365,6306,1104,739,1,0.00,0.03,0.03,2.26
452,22,4,2,False,2024-08-31T14:00:00Z,3,1,3,81,0,0,0,3,0,0,0,0,0,0,0,9,2.4,16.2,11.0,3.0,50,-217,6416,881,1098,1,0.48,0.02,0.50,2.59
452,38,14,0,True,2024-09-14T11:30:00Z,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-234,6565,1000,1234,0,0.00,0.00,0.00,0.00
453,5,15,2,False,2024-08-17T14:00:00Z,1,0,1,90,0,0,0,1,0,0,0,0,0,0,0,5,7.8,12.9,37.0,5.8,55,0,147689,0,0,1,0.71,0.08,0.79,0.25
453,18,16,1,True,2024-08-24T14:00:00Z,0,1,2,70,0,0,0,1,0,0,0,1,0,0,0,1,2.2,2.9,9.0,1.4,55,20284,180975,37679,17395,1,0.02,0.01,0.03,2.14
453,22,4,1,False,2024-08-31T14:00:00Z,3,1,3,45,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.9,8.0,0.8,55,-23029,159267,17476,40505,1,0.05,0.05,0.10,0.97
453,38,14,0,True,2024-09-14T11:30:00Z,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-42287,119236,10045,52332,0,0.00,0.00,0.00,0.00
454,5,15,0,False,2024-08-17T14:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,28798,0,0,0,0.00,0.00,0.00,0.00
454,18,16,0,True,2024-08-24T14:00:00Z,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-4543,26908,510,5053,0,0.00,0.00,0.00,0.00
454,22,4,0,False,2024-08-31T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-5996,20941,140,6136,0,0.00,0.00,0.00,0.00
454,38,14,0,True,2024-09-14T11:30:00Z,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-3552,17576,191,3743,0,0.00,0.00,0.00,0.00
455,5,15,2,False,2024-08-17T14:00:00Z,1,0,1,80,0,0,0,1,0,0,0,0,0,0,0,13,18.4,12.7,2.0,3.3,40,0,96706,0,0,1,0.00,0.03,0.03,0.25
455,18,16,1,True,2024-08-24T14:00:00Z,0,1,2,90,0,0,0,1,0,0,0,1,0,0,0,9,19.2,12.2,2.0,3.3,40,72602,211257,85761,13159,1,0.00,0.01,0.01,2.45
455,22,4,1,False,2024-08-31T14:00:00Z,3,1,3,90,0,0,0,3,0,0,0,0,0,0,0,3,25.4,3.8,0.0,2.9,40,50317,268839,77602,27285,1,0.00,0.02,0.02,2.78
455,38,14,1,True,2024-09-14T11:30:00Z,0,3,4,90,0,0,0,3,0,0,0,0,0,0,0,6,31.2,0.9,0.0,3.2,40,56877,332486,95755,38878,1,0.00,0.00,0.00,2.67
456,5,15,0,False,2024-08-17T14:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,30004,0,0,0,0.00,0.00,0.00,0.00
456,18,16,0,True,2024-08-24T14:00:00Z,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-1366,32035,1326,2692,0,0.00,0.00,0.00,0.00
456,22,4,0,False,2024-08-31T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-1549,31755,1845,3394,0,0.00,0.00,0.00,0.00
456,38,14,0,True,2024-09-14T11:30:00Z,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-1456,31385,1892,3348,0,0.00,0.00,0.00,0.00
457,5,15,0,False,2024-08-17T14:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,13216,0,0,0,0.00,0.00,0.00,0.00
457,18,16,0,True,2024-08-24T14:00:00Z,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-776,15272,638,1414,0,0.00,0.00,0.00,0.00
457,22,4,0,False,2024-08-31T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-643,15929,1073,1716,0,0.00,0.00,0.00,0.00
457,38,14,0,True,2024-09-14T11:30:00Z,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-384,16517,1077,1461,0,0.00,0.00,0.00,0.00
458,5,15,0,False,2024-08-17T14:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,7613,0,0,0,0.00,0.00,0.00,0.00
458,18,16,0,True,2024-08-24T14:00:00Z,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-414,8476,545,959,0,0.00,0.00,0.00,0.00
458,22,4,0,False,2024-08-31T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1104,7655,546,1650,0,0.00,0.00,0.00,0.00
458,38,14,0,True,2024-09-14T11:30:00Z,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1847,5810,0,1847,0,0.00,0.00,0.00,0.00
459,5,15,0,False,2024-08-17T14:00:00Z,1,0,1,45,0,0,0,0,0,0,0,1,0,0,0,0,6.8,18.5,16.0,4.1,50,0,2424,0,0,0,0.00,0.15,0.15,0.00
459,18,16,1,True,2024-08-24T14:00:00Z,0,1,2,19,0,0,0,0,0,0,0,0,0,0,0,6,3.0,0.5,6.0,1.0,50,-272,2667,150,422,0,0.00,0.00,0.00,0.31
459,22,4,0,False,2024-08-31T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-274,2582,154,428,0,0.00,0.00,0.00,0.00
459,38,14,0,True,2024-09-14T11:30:00Z,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-476,2212,159,635,0,0.00,0.00,0.00,0.00
460,5,15,0,False,2024-08-17T14:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,14950,0,0,0,0.00,0.00,0.00,0.00
460,18,16,0,True,2024-08-24T14:00:00Z,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-781,17177,685,1466,0,0.00,0.00,0.00,0.00
460,22,4,0,False,2024-08-31T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-769,17720,1068,1837,0,0.00,0.00,0.00,0.00
460,38,14,0,True,2024-09-14T11:30:00Z,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-712,18039,1008,1720,0,0.00,0.00,0.00,0.00
461,5,15,1,False,2024-08-17T14:00:00Z,1,0,1,90,0,0,0,1,0,0,0,1,0,0,0,6,17.6,14.0,6.0,3.8,40,0,934150,0,0,1,0.00,0.02,0.02,0.25
461,18,16,2,True,2024-08-24T14:00:00Z,0,1,2,75,0,0,0,1,0,0,0,0,0,0,0,5,17.0,2.1,0.0,1.9,40,59900,1043860,86990,27090,1,0.00,0.01,0.01,2.26
461,22,4,0,False,2024-08-31T14:00:00Z,3,1,3,55,0,0,0,1,0,0,0,1,0,0,0,-1,9.4,17.4,0.0,2.7,40,72759,1136280,155073,82314,1,0.00,0.04,0.04,1.21
461,38,14,1,True,2024-09-14T11:30:00Z,0,3,4,9,0,0,0,1,0,0,0,0,0,0,0,-1,5.6,0.1,0.0,0.6,40,-31769,1108893,89564,121333,0,0.00,0.00,0.00,0.77
462,5,15,0,False,2024-08-17T14:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,587,0,0,0,0.00,0.00,0.00,0.00
462,18,16,0,True,2024-08-24T14:00:00Z,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-180,423,11,191,0,0.00,0.00,0.00,0.00
462,22,4,0,False,2024-08-31T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-12,433,97,109,0,0.00,0.00,0.00,0.00
462,38,14,0,True,2024-09-14T11:30:00Z,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-85,360,63,148,0,0.00,0.00,0.00,0.00
463,5,15,0,False,2024-08-17T14:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,3466,0,0,0,0.00,0.00,0.00,0.00
463,18,16,0,True,2024-08-24T14:00:00Z,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-1088,2405,22,1110,0,0.00,0.00,0.00,0.00
463,22,4,4,False,2024-08-31T14:00:00Z,3,1,3,8,0,1,0,0,0,0,0,0,0,0,0,11,17.6,11.4,9.0,3.8,50,-427,2112,112,539,0,0.07,0.06,0.13,0.19
463,38,14,1,True,2024-09-14T11:30:00Z,0,3,4,27,0,0,0,1,0,0,0,0,0,0,0,5,5.8,0.3,0.0,0.6,50,277,2883,603,326,0,0.00,0.00,0.00,0.82
464,5,15,0,False,2024-08-17T14:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,7767,0,0,0,0.00,0.00,0.00,0.00
464,18,16,0,True,2024-08-24T14:00:00Z,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-1718,6084,69,1787,0,0.00,0.00,0.00,0.00
464,22,4,0,False,2024-08-31T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-446,6014,335,781,0,0.00,0.00,0.00,0.00
464,38,14,0,True,2024-09-14T11:30:00Z,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,130,7215,687,557,0,0.00,0.00,0.00,0.00
465,5,15,0,False,2024-08-17T14:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,23928,0,0,0,0.00,0.00,0.00,0.00
465,18,16,0,True,2024-08-24T14:00:00Z,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-849,25145,888,1737,0,0.00,0.00,0.00,0.00
465,22,4,0,False,2024-08-31T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-3262,21827,0,3262,0,0.00,0.00,0.00,0.00
465,38,14,0,True,2024-09-14T11:30:00Z,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-3240,18655,0,3240,0,0.00,0.00,0.00,0.00
466,5,15,0,False,2024-08-17T14:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,25648,0,0,0,0.00,0.00,0.00,0.00
466,18,16,0,True,2024-08-24T14:00:00Z,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,264,28294,1136,872,0,0.00,0.00,0.00,0.00
466,22,4,0,False,2024-08-31T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,1187,30848,3109,1922,0,0.00,0.00,0.00,0.00
466,38,14,0,True,2024-09-14T11:30:00Z,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-606,31077,2134,2740,0,0.00,0.00,0.00,0.00
467,5,15,0,False,2024-08-17T14:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,6978,0,0,0,0.00,0.00,0.00,0.00
467,18,16,0,True,2024-08-24T14:00:00Z,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-879,7563,112,991,0,0.00,0.00,0.00,0.00
467,22,4,0,False,2024-08-31T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-860,7344,164,1024,0,0.00,0.00,0.00,0.00
467,38,14,0,True,2024-09-14T11:30:00Z,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-633,6914,161,794,0,0.00,0.00,0.00,0.00
468,5,15,0,False,2024-08-17T14:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,8265,0,0,0,0.00,0.00,0.00,0.00
468,18,16,0,True,2024-08-24T14:00:00Z,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-1246,8662,467,1713,0,0.00,0.00,0.00,0.00
468,22,4,0,False,2024-08-31T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-2154,6765,315,2469,0,0.00,0.00,0.00,0.00
468,38,14,0,True,2024-09-14T11:30:00Z,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-1703,5104,0,1703,0,0.00,0.00,0.00,0.00
